state_code,state_name,district_code,district_name,total_households,total_population,total_population_male,total_population_female,total_population_SC,total_population_male_SC,total_population_female_SC,total_population_ST,total_population_male_ST,total_population_female_ST,area_hectare,govt_pre_primary_school_UKG,pvt_pre_primary_school_UKG,govt_primary_school,pvt_primary_school,govt_middle_school,pvt_middle_school,govt_secondary_school,pvt_secondary_school,govt_senior_secondary_school,pvt_senior_secondary_school,govt_art_science_degree_college,pvt_art_science_degree_college,govt_engineering_college,pvt_engineering_college,govt_medicine_college,pvt_medicine_college,govt_management_college,pvt_management_college,govt_polytechnic_college,pvt_polytechnic_college,govt_vocational_ITI_training,pvt_vocational_ITI_training,govt_non_formal_training_centre,pvt_non_formal_training_centre,govt_disabled_school,pvt_disabled_school,govt_other_education,pvt_other_education
33.0,Tamil Nadu ,617.0,Cuddalore,423473.0,1720725.0,868861.0,851864.0,609922.0,307009.0,302913.0,9923.0,4974.0,4949.0,333082.4708311437,1263.0,169.0,1107.0,184.0,441.0,68.0,138.0,33.0,71.0,5.0,1.0,10.0,1.0,5.0,0.0,0.0,0.0,6.0,0.0,12.0,2.0,17.0,865.0,17.0,1.0,3.0,1.0,1.0
33.0,Tamil Nadu ,618.0,Nagapattinam  ,323350.0,1251826.0,619369.0,632457.0,459236.0,227905.0,231331.0,2210.0,1090.0,1120.0,222912.9199999999,1068.0,140.0,826.0,231.0,339.0,74.0,121.0,42.0,56.0,20.0,3.0,6.0,2.0,3.0,0.0,0.0,3.0,0.0,3.0,6.0,3.0,9.0,826.0,49.0,0.0,1.0,0.0,6.0
33.0,Tamil Nadu ,619.0,Thiruvarur,261999.0,1006482.0,499954.0,506528.0,388740.0,193888.0,194852.0,939.0,461.0,478.0,217084.49999999988,645.0,129.0,780.0,106.0,317.0,44.0,95.0,24.0,48.0,8.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,4.0,769.0,1.0,1.0,0.0,2.0,1.0
33.0,Tamil Nadu ,620.0,Thanjavur,391202.0,1554531.0,765177.0,789354.0,371394.0,184536.0,186858.0,1340.0,665.0,675.0,312628.5099999995,1062.0,143.0,1158.0,221.0,461.0,100.0,176.0,58.0,66.0,24.0,0.0,8.0,1.0,11.0,0.0,0.0,0.0,6.0,0.0,9.0,1.0,6.0,683.0,0.0,0.0,1.0,0.0,0.0
33.0,Tamil Nadu ,621.0,Pudukkottai,310285.0,1301991.0,645505.0,656486.0,246531.0,122184.0,124347.0,835.0,416.0,419.0,451142.17827279,1330.0,110.0,1468.0,135.0,510.0,57.0,179.0,42.0,78.0,22.0,0.0,9.0,0.0,9.0,0.0,0.0,0.0,3.0,2.0,17.0,0.0,8.0,625.0,0.0,0.0,0.0,0.0,0.0
33.0,Tamil Nadu ,622.0,Sivaganga,234513.0,926256.0,462210.0,464046.0,184829.0,92228.0,92601.0,491.0,236.0,255.0,411933.17000000016,1180.0,94.0,954.0,133.0,413.0,66.0,124.0,43.0,61.0,24.0,5.0,8.0,1.0,6.0,0.0,0.0,1.0,1.0,1.0,7.0,7.0,9.0,409.0,2.0,6.0,2.0,3.0,4.0
33.0,Tamil Nadu ,623.0,Madurai,315036.0,1191451.0,601247.0,590204.0,257852.0,129515.0,128337.0,4866.0,2487.0,2379.0,360594.2,1170.0,95.0,992.0,117.0,363.0,45.0,121.0,36.0,61.0,15.0,4.0,6.0,0.0,5.0,0.0,0.0,2.0,2.0,2.0,11.0,2.0,8.0,455.0,0.0,2.0,1.0,0.0,0.0
33.0,Tamil Nadu ,624.0,Theni  ,156719.0,575418.0,290880.0,284538.0,143589.0,72599.0,70990.0,1377.0,714.0,663.0,225192.77135102,473.0,45.0,363.0,71.0,169.0,30.0,74.0,15.0,47.0,12.0,1.0,7.0,0.0,3.0,1.0,0.0,0.0,2.0,0.0,4.0,1.0,4.0,77.0,0.0,0.0,3.0,0.0,0.0
33.0,Tamil Nadu ,625.0,Virudhunagar,265002.0,962062.0,480360.0,481702.0,263206.0,131286.0,131920.0,1078.0,541.0,537.0,388354.42999999993,817.0,76.0,767.0,200.0,278.0,68.0,116.0,45.0,68.0,28.0,2.0,6.0,0.0,7.0,0.0,0.0,0.0,2.0,0.0,9.0,4.0,9.0,738.0,4.0,2.0,1.0,0.0,3.0
33.0,Tamil Nadu ,626.0,Ramanathapuram,228764.0,942746.0,474508.0,468238.0,205328.0,102954.0,102374.0,501.0,244.0,257.0,397677.63,930.0,106.0,812.0,168.0,251.0,62.0,86.0,41.0,47.0,20.0,1.0,3.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,3.0,758.0,8.0,0.0,1.0,1.0,6.0
33.0,Tamil Nadu ,627.0,Thoothukkudi,235449.0,873374.0,430361.0,443013.0,230895.0,114573.0,116322.0,1264.0,620.0,644.0,429040.34,879.0,63.0,704.0,388.0,212.0,156.0,72.0,66.0,40.0,30.0,4.0,8.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,4.0,366.0,0.0,1.0,0.0,0.0,0.0
33.0,Tamil Nadu ,628.0,Tirunelveli ,419057.0,1557004.0,768728.0,788276.0,345247.0,169385.0,175862.0,3822.0,1923.0,1899.0,551647.6099999998,1365.0,159.0,886.0,506.0,285.0,207.0,116.0,80.0,69.0,44.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,2.0,1.0,16.0,1.0,18.0,371.0,0.0,1.0,4.0,0.0,9.0
33.0,Tamil Nadu ,629.0,Kanniyakumari,85478.0,330572.0,164938.0,165634.0,18972.0,9458.0,9514.0,3741.0,1808.0,1933.0,101968.02,138.0,56.0,150.0,63.0,105.0,39.0,69.0,33.0,30.0,17.0,0.0,3.0,0.0,10.0,0.0,1.0,0.0,1.0,0.0,16.0,0.0,3.0,57.0,0.0,0.0,3.0,1.0,0.0
33.0,Tamil Nadu ,630.0,Dharmapuri,310409.0,1245931.0,643215.0,602716.0,207187.0,105556.0,101631.0,60385.0,30730.0,29655.0,442639.13,983.0,119.0,931.0,85.0,455.0,59.0,133.0,47.0,67.0,32.0,1.0,8.0,0.0,5.0,0.0,0.0,0.0,4.0,1.0,13.0,1.0,3.0,889.0,0.0,0.0,1.0,0.0,0.0
33.0,Tamil Nadu ,631.0,Krishnagiri,342859.0,1451446.0,742444.0,709002.0,217822.0,110438.0,107384.0,21041.0,10720.0,10321.0,500778.2699999994,1182.0,113.0,1166.0,89.0,462.0,46.0,198.0,35.0,82.0,21.0,4.0,6.0,1.0,4.0,0.0,0.0,0.0,3.0,3.0,5.0,5.0,3.0,729.0,4.0,2.0,3.0,3.0,0.0
33.0,Tamil Nadu ,632.0,Coimbatore,242157.0,839105.0,419032.0,420073.0,187055.0,93037.0,94018.0,19622.0,9815.0,9807.0,298759.41779267986,526.0,61.0,544.0,50.0,192.0,35.0,64.0,29.0,22.0,20.0,0.0,9.0,0.0,19.0,0.0,1.0,0.0,6.0,0.0,11.0,0.0,2.0,16.0,0.0,0.0,2.0,0.0,0.0
33.0,Tamil Nadu ,633.0,Tiruppur,283187.0,957941.0,479309.0,478632.0,237893.0,118360.0,119533.0,2650.0,1318.0,1332.0,433529.72524962976,624.0,71.0,838.0,76.0,230.0,54.0,70.0,45.0,28.0,30.0,1.0,9.0,0.0,8.0,0.0,0.0,0.0,2.0,0.0,8.0,4.0,6.0,275.0,0.0,1.0,1.0,3.0,2.0
34.0,PUDUCHERRY,635.0,Puducherry,69497.0,293080.0,144769.0,148311.0,85624.0,41680.0,43944.0,0.0,0.0,0.0,21658.74,118.0,60.0,138.0,72.0,67.0,52.0,38.0,36.0,20.0,11.0,2.0,2.0,0.0,8.0,0.0,5.0,0.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0
34.0,PUDUCHERRY,637.0,Karaikal,25521.0,102120.0,50138.0,51982.0,24801.0,12113.0,12688.0,0.0,0.0,0.0,12165.049999999996,82.0,30.0,68.0,30.0,26.0,20.0,14.0,14.0,6.0,2.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0
35.0,ANDAMAN & NICOBAR ISLANDS,638.0,Nicobars,9288.0,36842.0,20727.0,16115.0,0.0,0.0,0.0,23681.0,12198.0,11483.0,6990.690000000001,5.0,4.0,49.0,4.0,27.0,0.0,14.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
35.0,ANDAMAN & NICOBAR ISLANDS,639.0,North  & Middle Andaman,25475.0,102856.0,53457.0,49399.0,0.0,0.0,0.0,748.0,410.0,338.0,40190.51999999998,34.0,19.0,163.0,23.0,64.0,5.0,38.0,1.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,6.0,1.0,0.0,3.0,0.0
35.0,ANDAMAN & NICOBAR ISLANDS,640.0,South Andaman,23767.0,97395.0,52103.0,45292.0,0.0,0.0,0.0,2286.0,1229.0,1057.0,34351.98,68.0,31.0,106.0,19.0,44.0,8.0,26.0,2.0,16.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
